user_id,os,age
pi_LVAphVbdQnuh9w71zXKpo95lSdVXz,iOS,35
pig02eESir29iYbaF1YhRzKPBEOmFcf5,iOS,27
pjLOsYL8MD6Rlhm8a6B6MXhDXwK1cKXH,And,22
pjRFPO-LA4YgRSyvoct3OzakzFaEsIwy,And,23
pjsVAsCw9fDb5qOh5Mlsv6HQFrhDOXNc,iOS,26
pkB7aCjd8Ro2lWSSeLUlNohuIPjMK7ac,iOS,15
pkopA_5sj9nHSqbWvF7caOUXKmUn-muG,iOS,29
plCbHNE-3Jq9Ylp5Yy_fKsfdbFE9QDUt,iOS,26
plKYiZotZCs5EDX7dKcUv_bPrvdti0E3,iOS,34
plczFlNwbYxYAu4IT2NyEhSyj4pLvjj6,And,37
plfoKf_3N0u9XbBLAsDYO6oK1Ml2fqOm,And,21
plvCdCh5PLeatE1qZOoFLaMnpLjvyovb,iOS,27
pmFErmjbe8XUH5WPqJRMxhNzE8cF8ftP,And,35
pmKGl5Rss3vLuwxnxZH-cH015KwDSRWF,And,41
pmVqpTzrFCoGwsiZXMH22Vyq0YZYsxkN,iOS,-1
poCqn7Amn75Y7n2lhK2mbBplqsmmdoWZ,iOS,37
poQKHbRTFZdy8S-4xCnKZm7i_7eHZCPw,And,29
pp1MUrXMiW1LIg7AaMfu_dft_AoF5w9O,iOS,16
pqA46f4QeGIgXL-YST897SjHKV9Mvflt,iOS,24
pqV7EIoD-8go78z8RkKVjjvqPqI6XUm6,And,34
pqtzYBZ7_3fpNYwNVEl051WtwZZ0FjU0,And,16
prZzVY7PRtX5pYbUgdYETfz_8nUoETdt,iOS,25
prf6QlVOhyCx5ZUAKPegKizS8jX4MAx8,iOS,18
prmNSbgWQCeODYhsyHn1l0LRFE6RzgZX,iOS,22
pu4heqYaCK3PSvazN44IPkZsbz-CweCI,iOS,26
puZwLLAPdOjDQ-jqMzEWE55IoXYUFgjG,iOS,-1
puighrkPGlVkh0b3v04464hwQiWaCZoj,iOS,22
pvDv55j1I95Rx-QAPxsQlRvvct1QJFck,And,44
pvaFoaVQH_cswkrc31Gwbh8rLnkZzElk,iOS,21
pwgkQBCMrLMo-U7YxJH2yHtB6V7s98fn,And,18
pwxS3p9pt-Dq0rqv9yztyjNKRQ3tLgb3,iOS,35
pyLEa_iwUjpx9Rs62-B6P_2SLnbkLmbT,And,32
pyT5ZWM5rWtOrGH4gO4LXTojyni3Mj5p,iOS,25
pyjHqnEaCAKHs7ZyKiIpi8jtta7f2vuy,iOS,24
pyo83OrckHDB8XxE92k_qsOOYjyNQoAY,iOS,15
pyr4iuJmCvWCOzkec5iJwvgmS_IUWVbX,And,41
pzcdCXo3z4WEakUorKqCHWqEL_3FOquM,And,23
pzhNsNEk6CET8mL4hp5HPUbhFnpEDV-W,And,30
q0-Z9aTHA8mWNM3rzGR5hCh6ygL5mH54,iOS,31
q0mWCui42Vn6AFaHbH40-QUAEL9gvSMW,And,19
q1CMBsZZtMtg1jmZM2Gx-2RWj-t5PnYV,And,43
q2LCSwp6cYyDCrVNqsMOqOvOZPVM-6rp,And,16
q3zKneYXfi0Tazxfz3DKp2cVIS3tc_2G,And,34
q4OAH7VyNXSBxzqk8toljwTLMzsj7urO,And,19
q4VYCXZy9W_PODnzLiUXf-3SJtRXSC7O,And,35
q7vbDMwcRnWwMSQ93FcXAv8by05XuPyy,And,31
q8AbVqDL0Cx4xGsZU-u_JlUFOt0rMoNn,iOS,19
q99uYycLhhz1rPPUT9eR_IG6HQF_oXrV,iOS,19
q9TmNoNZG10YxmveyEHrj2dQMvBOqtVz,And,34
q9WSkS_IEZwjh3iepVwXJeK1HoT5MPy2,And,15
q9ZdcGiHArApejA2PbxKmg08ftVdcn-P,iOS,16
q9ttGlDH6SCHrGbDt6cRItq7xM3aQqWI,And,31
qA3uxCyIwDfREu2H_pyIH3qWsaV1rNX6,iOS,27
qAGApI6G4jvK_-5i7wOZgOM0MIezX0kI,iOS,25
qAvV8vYOCtCaismnfeEhRdkqBD6mcbsf,And,37
qAz9dHnNCkjOoy3jqQ2ndEiPZrpNrgyI,And,30
qBLRCmjBM4GtDMeiREOOQ2zRMVQlB9Sf,And,21
qCCilYDSudR3gl6zDrY0Mj3MO2FBa0HI,iOS,37
qCgFe2fNJkMdNuLQFSz3dSCN_FwLc3GH,And,33
qCipuVH3Szy-wk7Bc2qMExjsx44xItUt,iOS,16
qD0M7Zp2UCgGQ8IxCGMlbiS9mZodzFIW,And,15
qDQtFVHrDREugx5DEvcRm14twCPBHYKK,And,17
qDYjmA9iAvi5_KoCQxqfCQj0X0N8mL4x,And,45
qE85w5zDekvnQQMvmdvSrg_RxFs7SYk8,And,45
qFA34JqD8g-xxLP-X_v7s18BfpWfMo3j,And,27
qGQkIDcA4P_b_u_HvIhizAkEy6Cwy4Dm,iOS,31
qGjmAMr9D6Koma3N5b4eJjX0CeSaXDR0,And,36
qJCyN5KH-WbyI6ypuDXIUP1FxYU_UGOD,iOS,33
qJlfxBItpNpRfo5yQ7bNj2aNFOhZ5QWP,iOS,30
qJpZxdI9e95OYvs9nK3qXGRGnO3eWhCs,And,30
qJtqixuEXe8VwjGs73KI_ty-njUfSEB6,And,41
qKfasjmqzOnKo2oQJ1nqACDWpihSDUAf,And,38
qLEn7yzTpteivHAPzjnv2sQ8xfMIEQGm,iOS,21
qLGedlf0agw9_fLTOgEprfG2raQMR_bB,And,20
qLilRFfCkheIL6IJ-cZGUEBrtSQnUQhK,iOS,17
qMA7CHC0Xy1b16LhEbgnEQn66Hmp_edA,iOS,22
qMmfx4Mi0Gn-nwfefxc-mTwoR4AhnoAc,iOS,34
qMrshZ2PBvIbfJQmcMCbf5nWN94CPqL1,iOS,24
qOFwtoG2EGyumAbr8ESXinriDCIakzIM,iOS,33
qONHvzwghD5aWM-hfrug_yR3W17qmpc-,And,36
qP_1sKvqaIywrjzGTj3PGQK4eAgguI16,iOS,30
qPg2CUF0YL016Iy-UC-q3uNrBRhHn511,And,34
qQEmTU8GFowDLhbepWwcIjvOJIFNrLe8,iOS,19
qQoDFrdiRtCe-wOpyZStRXR7Oa3_T0ym,And,31
qQv0uJu167f5aq1aiW0zUtlJtsZczJXI,iOS,16
qRQKgpXfPj5XuwNJuQP8VbLXw49tU9DA,iOS,23
qS8hwg8tn3cHYIQRzQckpPtg7rIRI9TK,And,42
qSEA_6Hs7GH4r6y8tnsbAYMKt-WETf81,And,40
qSY2sLwfM9P0WBJNcTwqki3SKOT91m0E,And,40
qTxRIAEFX13WTvh1CTFUeEgxT9mNTNZV,iOS,24
qUE-nIf7MkmFxtLahcTUGPZbEAeNVzgv,And,38
qUWz-KVNaWEwlz5AfL_R54lau4EFU8up,iOS,24
qUsI3zakRFnhnXjG4pOan_33Yu1e2ASr,And,34
qV-BpK2GNu3s8dDjygAlCQUz2kXXNOSI,And,43
qV6B9dwi2otNYO4NgqfLv7PYhAvROLaa,iOS,24
qVb_EoSaGd4QGba-M-qcwpCnRx-0K92H,iOS,30
qVoPwrNLh7TzCtadAIoR7lVaByuOtnLV,iOS,23
qWdrHjxki5kN5_7REIkTsASLt8OQ8fOz,iOS,16
qWrnY2_5gZ1XLhlJ7DiJZsc48yu2iofs,iOS,30
qXQADOXG4WfNeUkDLpuku4-2_Ad_YOPi,And,42
qXznU92BTTQ5qRzxW1_Bb1nsuDGsJROs,iOS,18
qYD17xRc_whHuEQzosvcxxj9Zb6yaZlB,And,23
qZUzdBnkBmaZMXw7pm2ogjl-us2V18jU,iOS,18
qZYAEFNK3jFINlzUwEqfJPZ_bGqJq-TS,And,42
qZYgReZgiwnJRslHrn9WlW4bCnFYTP7U,iOS,27
qZhqrVML-YJOyZ4GBmP7_01v816osGaV,iOS,23
q_1vdSu_Jk7CDlY9xOqbo1S5Apfzle16,And,19
q_8eFq1vexX8CCDb9ZvPtmTv2Z-e58JF,And,15
q_DpS3d31Bh1gGgqlQbtREYQULnZ0NR7,iOS,19
q_IUt4FUXL5ggS4XyQoc0Zwh5KdTRCNH,And,35
q_SZN9zZKGm6ukVfKepiIW5OtpFq80Pg,And,16
qaCDKvZXnQ-XCYw0uOT6VfQf05eRaKTQ,And,42
qaS5qwdbfc9hJczA4rJxO0l9zs2U1XHK,iOS,25
qadNwDZXPir1KQ-cwqUgAqgzLSjoQC4V,And,17
qbpEFUQ1owYMVYoqvFXDHkRdXOoDLxjT,iOS,16
qbsFxKkjMSnbRjQCPwmkviMQzubJyjdj,iOS,21
qbsn8LeWEzQO0Z2_A3XHHgyTDuEFwYcR,iOS,28
qchEpXOh10jx84i-_dytUzDf0qDLiVhW,iOS,26
qclcbF0DqKFar8moLl_2A4eJxE2cuNhs,And,45
qcma1K4Z-NsAawsn-OWZFm1VokunNwRT,And,40
qe-gzSXZXcCa2h-Pie3611qIMNXs34HP,And,38
qeUxGRl_yVDoUaSZHG7phTOvAKR3Qr2U,And,15
qeVcjoOOP8iiWKkJOpwjuJl4sPJMebGW,And,38
qeqDYqDAi6OpP0WrS2FG3V8tnuJt33yF,And,22
qftJzdT7xTARVmGGtgxYdS0zihW_HrpR,And,29
qfwnxacLPKajpjJ2UxxdXwBbAmODY-IO,And,45
qgVlSBSwhrbnUpeWsTUzPh19Ayx8nvbl,iOS,23
qgYnkGFXgoXDg20Gv5Ahn5e8i4gfyzd_,iOS,36
qh8P6CeuWPqUj7V4qKtLoYFUu6D79AUz,iOS,24
qhAoHr-DRW5RoiYIuDnVxksWTtsxUEKH,iOS,28
qi420QiKSfQuhJGdjy_aLToFZ2f9CM2x,And,37
qiMoqNK89Oss1xgwnZIXAv8o1n-098EL,And,20
qjsPO9tKhXiXiXEy_2OASxIjDkuNWP7R,And,45
qk9k5PLAb61NnV1xn29tMJwcfIvtLocA,And,23
qlTxfDwAFLZBPzIHlUmL7m9iZdaCJE6b,And,40
qmbt2PRPGoCyf-qA3dypILLQ2lRn2Da6,And,28
qnkqEdCe-SOHbfQFVX7vkYZ5ArzifUIP,And,20
qnnMxcNoNLuO-DyYPmXDqth78v_37EZW,iOS,18
qnoSAb5Y4lR706bzaZkqVojiCsgrEvZ8,iOS,21
qo8A3KIvcvqBiBVLM39tDVN64GdWwMxP,And,15
qoNwQPvbemxoXQIByJ-IUdSSSEpWaNRp,iOS,24
qoSKzC0Q09ndhy1C9wFdgsT9LHULO_JE,iOS,33
qomVmhk4e8rHCNnzLgRLKUd0uiQwGyxW,iOS,29
qqaIr2kjFYZq8dk0UYvueJc5suE73WWi,And,23
qqyYDRgEVCDOo4iV_ORZn0ZjVpWHppcB,And,36
qqynBkZxAGqap9VAuH2bp6uLBW_JtmcL,iOS,24
qrAir0v7MYmb6TUhLFvlXIsm5-OLNfpR,And,45
qrP05Lvc0xlLfceao5BEWbgX4Mncnops,iOS,27
qrr2P-d7S_A_t5uAE_UGZ9lBZIhUbi6j,And,45
qs3239Byk1pS4cBoi7Y372_eG3mXJ-3w,And,45
qsJQggEtWpqwbRLSeXIqUySkOFI1VrtV,iOS,24
qscJlmKGtRvYvC7Y9LqtZCtVeDKOA7Ur,iOS,20
qtHgAxEamBlG9Ybei3MuE8rO1kE0BqHg,And,37
qtLdjhZ-Az47T8Ej63N3V8FnWSyL8GZQ,iOS,19
qtSdQsIVMkBC54Luxhu0a4e2DxO0YgIu,And,39
qu-V-sHfyfbBGnFCcouun8b0pqNiV7zy,And,35
quDxfzKuGex_s1wlwfpsfSBntRn6avmA,And,40
quM4P7PrY_f5ftrIxfOII3YY0IJNTCdx,And,38
quhgiDoKlavSwil8mOENcKqCxW78TmfR,iOS,38
qumTTs8EA2bUM0DHk4gTGRdXMQByqVPH,iOS,-1
qvRCVvKfK6W53CRLZ-T-eCDqEYtGOZhr,And,18
qvaQoytXvvgflUxuRWtm2X3UkKmbrXEp,And,39
qvjRKnPvM3ShQBGMU_BNWnWodpcuGJYT,iOS,37
qvlxTkMS8rL_nSidfqs3OVG1CEQuvGt4,iOS,30
qvwKqM7Y2p28YNhGwJOA9BdV21Qj27gE,iOS,-1
qvzD8FUvmTtaosHxxeH6OSxhxLN1EbFC,And,17
qw1zutM4fxQQ_RFFYt_DD9OZAjZkmPgc,And,25
qw9TbZvH8YZN3LbIUVTlM3Qmel06uvyX,iOS,26
qwJIILiYOPviS0Cw6y0_OPSQoPnrOuz2,And,30
qwSAzoUay6fruzxmLPxKFv7usaULUyP3,And,16
qwg_YYV3GISkqiLa_jfwn6aU_5ncuQG4,iOS,25
qwmZKNZVO86FfRu6YqOmby8Ah2hZaWaS,iOS,20
qwoCM4f0telpYhdYjoLw5bf8QYVUSvno,iOS,27
qwtFErcdJB8X7gJYgeP22cwKY0xmZwBg,And,45
qyHF_TK5yQhkJrrCwmA4G-JGCWDzGR0y,And,44
qyHhjqtMFu8B7lG1OKT39sj1J6RJNGeZ,iOS,15
qyN9jrZG1wTrpLY3K8Td6YTZgJChj4s2,iOS,33
qyNf0IL25LZfVL6w2LPhz8Un-Gfv31AJ,iOS,20
qyX-2Vbsc-HNYo3uxTODTfcoqgz1T8CO,iOS,20
qzBhbVk_1j_YktTCNaSucUJH9PY9wlBw,iOS,32
qzQvVZxVfUcyjQD2-7fwm0MzHixE-BC7,iOS,18
qzgo2gAKnf1JFK1kBRJ5lpwIyNX73zy4,iOS,21
r--CGnTID3mk7IzWuV9Ydw7mNDOnEU9u,iOS,-1
r-AP8-JIW69mFEcoYOXi206ZITmLirYh,And,16
r-o3YtlSGdONkljxdwfWOoL19jpnLe5b,iOS,34
r0-hSe6hzin957Tf5teIL7tr_QnWBsPC,iOS,-1
r0Z5qLzJZFM_wGZngyHqHBdXzOGQ_ZPj,And,37
r0bWDyFuaFZTdt8PT-rKBbh15aEAzh4q,iOS,25
r1Xchi-xte0ubMkApA1R26zgjchS3TWb,iOS,31
r1nBhV-SlgNyzK9SQFWm0DMuBSr56Rzp,iOS,24
r3hAPYqSxe170-7b04g_W_cBIXE_wuXd,iOS,26
r4fSebA0FKD0zqjsyFRVmSOkkPrWb5LQ,iOS,29
r5oSaCcPnZNb1TuWWdg8AnTJN7-DHIPP,And,35
r6MDCXoDD9lJ7e5YUUGhEPJCdmWr4_zD,And,29
r6XZgKAB7aafd5bmyg1RTfgMky4P-T1X,And,28
r6dTkcfHkBY8IbxsMIcwgNBJv5X0rHY5,iOS,26
r73wNeHnbuu1HiId_FKB9IgF2w9SOER6,iOS,30
r7R-k0adIcsMVyg2mDfqGpj4OFuFuR17,iOS,16
r7iyW_x46KITvFzgQgkTtMaoEhX2V6qf,And,39
r7mUDg2LoYKi6OA8rB7gzaNdLYwgCKBf,And,41
r7sJKxi6FKMQ8TACtkcOI5k0GA03KRw8,And,45
r87YWHagm5-G9P8jqLpFSli47GB2ssk_,And,40
r8PDLNiwGhyygK2niSPqHulHlJi6z1u9,iOS,20
r8_stsI74VHL0pw-D1W-Hox0_rIiWjlz,iOS,-1
r8joO-1X7uSyfQv6qCF5pG0mIPsVqxUb,And,17
r8m3U_ZrOscltBKtdeeIN7tOFAv8yIRW,And,34
r9FQQ5Q-96fDskCbmMrWOV3aoomnnwZ3,iOS,44
rA1rf3nt6vuMZf79c4TkL2zE0WKny_7u,iOS,29
rA2ME74huqD5DPRCXSGFGzUyL0D41B1f,And,41
rA3SH2OY8dYorCA_AIhlHxcXOgThyBqu,And,33
rAkdLLlujzE3znUq9crUMfqav6KUiPnb,And,17
rAluxnJQaHnTLHnNlPkmFPocTjcCcSkq,iOS,26
rBO8-ttoqFKZ_qRsTKByDbalDCR1wR7S,And,28
rBdQFKHtHC4t1-Oq8EKJGHYK6JpzpC2p,And,21
rBwbfdEFQCiVhktIY5R3GCUWoR6uifBp,iOS,19
rC0PSn4LApMlarjASjGTEnorKIDB4N2w,And,42
rCFdZEn57beDd8U4Trjm583OAn8snC_k,iOS,36
rCUe0hlyKPNCE6kPCqmCoZbH2ArS2v9d,And,45
rCdNW6ZfwZYm6hSluA28U3upkOynzglh,iOS,31
rDy4oHPVoXWYqnfu0JkY3nQ8pkt7Ic_Z,And,39
rE4hlLad9YgQMFAO-U3KgyoE77m4Ssix,And,32
rEFgH6v1m7HmtbcvkwlrmM0V3kEHV7OY,iOS,18
rFjH3SgZVHDeXLYFC994thp2FVZ3-4Vr,iOS,30
rFn9B3NKD1y_utLjxwJ4mu5HeAiVccqD,iOS,25
rGGnuxM_DLwfFJuC2CcKcR5OZJWOSgxf,iOS,33
rGRnBtsEFL7_X4QtlppQxPuC20cd8Kxq,iOS,22
rH-AlWK0-DcU3O9KVWaYlWSLcU4jb7Ks,And,37
rHWjO9BRcj3hlGlfdhN_u3gKVHW7mcJ1,And,39
rHWr3hnjS0KBQS0vN4rmo7tNH_w9QKH3,And,36
rHYOgExGt-B6xy61wTurtX6RqHw8Bia5,iOS,26
rHfc-g824ddbYBeCNKZCaT9cJKpc4Ju1,iOS,19
rI77jfOK3nWMSKiBT9ikjf3WCmKYJ01S,And,37
rIlXYfGVLaukI2Hf7Q0Ilfp_zt7-RZYx,iOS,37
rItdcO9AYdG6dDqko3f72EkCFZW0HIZw,And,42
rJqWG_DvDxEJFg4Ndc83SJ-5QTE69cXj,And,38
rK1Ip9M2YsKjmKiwQ7A0SJx7hpLa4iu9,iOS,-1
rKL0CJk7RS6U3p9bbGQBNiTlZcvxeHq6,iOS,21
rKQvJgoNkBARHd0-zAJk2ApCyDQfOjOM,And,31
rKd1bIYfzwhgzQRzDcoSuFDjssFRNepV,And,18
rLj2vd8J_qF6sbLw_L27r9DYyoOlNskx,And,44
rM9dD5-eDGlr2p4XCKv7qlb9-TtiPrah,iOS,29
rMAn6sWpEcvfm10izkqCsThr34Iy-00A,iOS,33
rNU9ZSrHW7m4uR2jw3WfbFgaD9UlZ4U7,And,24
rNZpMX3CzcbpSf-kk869cvwaThEAlbz4,iOS,29
rNcElzshjd-dYOziRMNJFJQbludRrD7h,iOS,29
rNg82s_lVjohS5IovBT6tb6PJvDPcXC0,And,23
rOtpwFR7gLmk3nBRyvjK8AKitKnAC3BS,iOS,34
rPViFcAHwaW0oW7WTpeZO0bEfdFSCbEH,iOS,24
rPkXZ3vbN2_1DHpn7hM5JN1aU-3kmzEv,iOS,38
rQaJwGDbk9_-ZgVcUHTPZLBiVxxgeHSk,iOS,28
rQg-MtSGdCi5AgoUqhz8SmqEEONWNghn,iOS,23
rQjc6urXixWtYmJP2nPd5VsGXhXj25zg,And,28
rQnrAFRH55_CScvhEl-gvWILCL0776fK,iOS,-1
rQoQltcHKXCPT6bkqZK24jTqgrWuQfEr,iOS,-1
rRCmsuShQoS5AzzPzMlpUAYhIhw5vdut,iOS,17
rRJYvHuLwcoPrCXoh0HuuUVkDxJ457U4,And,45
rROaalPPnMEKmO9-Oqr4FbxP4kRoV7ro,iOS,20
rRUURQrQ3bUzOml5ouBCN5BeqDk5yn46,iOS,21
rR_wHuWNlytYdPTI_mNS_0MGBwYvqn0-,And,39
rRpVUoyZ-sDWKYzkq_YwFHePUV2ZzgjI,And,33
rS1f1GLuQcX9N-9L-5CNk4CHyROkiS6P,And,37
rS8OZ_5dvS1aB0yW9P1sKgGxd90PkvgT,iOS,23
rSOup40dLsTR_yNcg13mi_MSGP-HSZMe,iOS,19
rToIsUMsKCei7T7gmI09CJiLaaNkgDRZ,iOS,19
rUNqnaaI9nCccDq0kEkcMJ8tZl7YequO,And,17
rV9CFaa0lCjzx8JvGXtPQmfFoNAJthTo,iOS,26
rVWn-FNfNtcE-pxU4sEQzy2bnmwHTnaB,And,23
rVmTg_V9M0CVYOmWi3qEeKOiDNTxiTi8,And,17
rWGTuV9n2PTbCFUhh920HDPNrsPRoxAw,And,38
rWoVggeJkaR-6a6amtJyHl8YNUrhmzu2,iOS,20
rXDEwiVotHz31EZVET2Ai_YKgZzCNIvJ,And,25
rY9aTTNeB9J_tcI5zE5abHsyiYf_yZEQ,And,39
rYzGO_ccuURG6e6T9SKhrsXfHreeR9mV,iOS,23
rYzqKVXDTMeqQsr_elsgOJ_tMZr1RGNn,iOS,22
rZ8i_OMIT5jR--d2vbrf9ziAN5V6Dqex,iOS,21
rZSt63QkyG-qqwYDP5sv7byFCSGrZVdp,iOS,28
rZxa8hnhw-Nv3-eTLrTmtveWRFyddoVv,iOS,32
r_6RXDGUZ3RnNqm6IewZx3XlZN_stvp4,And,45
r_w7xJXWtOYzrQOe3d9FUM4yWPXSxSg9,And,41
raIsijBbkfLdi3mfgM4FxxOPXPnJvVMr,iOS,23
rbD11zKnBWTq_1T4A0SmvQmfSIJwD9lq,iOS,20
rbG_svQeXI_IqbFFbY3lGQO-B5sOj2XE,iOS,45
rbJxXPNXBOmuVn5INinoKlbdZ3F-82j-,iOS,22
rboi_OLpnqgM1neL7_dOOPxj9tAL0aqx,And,18
rbtQ9pjM0ig75iXWoY0getQXenXrezGG,And,36
rc6vXCZoSJNGSlHHPWtAuAa3cZI49NsG,And,35
rcFh3lrxvThHswzF6dZZ14_XFri0HW1Q,And,34
rcNBNOtsYLxvYTRt70BRk3uLG92knwYd,And,18
rchHhyr15m2QG9yIddJV1x8wn7qxe1RW,iOS,30
rcpnEvv2uZr62CY4GDjeDPrxL106EA7W,And,38
rd8F_7OahNA3Q725ntzw3jZt92l-oUgP,And,43
reFks7f5dyLHBddHByc_o7uFOHyyVx3o,And,34
reJvQ6fEUiYcGCZn3MeaTrBwDWcvwVwj,iOS,27
rg2ORnomGcQ69nfo1lFyNZaa1rC2uNp7,iOS,39
rg4_4WNyLNWZQpkAJKSsnWWlaeUbWCbU,And,39
rgXorHGWwABWvzqn-i8md8U5EyKXsK6m,And,20
rgjQeSyfjKCk1Xmlcv1ib55l_li-eUsj,iOS,-1
rgw4QTPvBB3f_hBk-2lTes4e-GCBXBzl,iOS,26
rhwWPoPbIYW5fLMPVuod5F2tAuzjHQSk,iOS,18
ri-2_lgdfLfBAxlzH-MsO2N2may6HCwR,And,41
rinaevhaz7OQhCOJBMOE0q0iS_wxFo7w,And,36
rjfJ9yvxi-dbv5ncQoTUYBBmbSoGilQI,And,44
rkON2NPUpdJzh3AeQLlGvYlGXYGW0eem,iOS,24
rkfb-3akPJ6N--KyRHi98MTMu-PGfgFo,iOS,23
rl7CIfCEeNtHicHvbkYHbolQ6W7FjQjr,iOS,21
rl8GaZxjnBtmh1dVNJWjmWCP1gIFQrD-,iOS,30
rlSHUjNcTNE0zZMQ-NXTfdSXOU-x6kX4,iOS,22
rlvuV0LsjQ6IHSTIV3QTYtZfwsd2d5ft,And,39
rmeMRtBZARi0m2ICSXrv8On4c3NSMgoC,iOS,37
rmpg63zgSE2PqrjvxMOYw_h6hgDA9OE_,And,37
rnYN156Q7cerde8ue_J0An2v2S8aOsDp,And,22
ro9rCQX_RVh_6WvePVXnVXAI8y7pcDdl,And,34
roJXEQ8Zt9opqUaLIQU8GvBJT7lAcgwS,iOS,19
roN3XycHeAyEpNy_jmtKgbpX2uVkqS5k,And,30
rokqepbENYNKzyRtDliGi4MuBoyt81t1,And,20
rp4ToljwYFL9UfK_-_N9zRv4bhaggvQC,iOS,23
rp6SO2YuAn6mjrrriT4q7_5IUm9j4ZOz,iOS,34
rpcWpUljOgtUpJPCWtWElExkdQcVAHEO,And,32
rppFrnOupl3TEGBAtSELQNuypYYB9Uyu,And,35
rpxNEmilgvzo2WVKKZTRi1bfQehGsmY8,iOS,35
rrDRFOVuAFjmXnoB72G0PDcfPliFaS6R,iOS,-1
rroTsMqG1US87eeOgnL136sGP7_Od5_A,iOS,22
rrxIQ1g2d1YAqKpRDlAHQLeVZNea2VS7,iOS,18
rs-Jl551sOJF-raPk2p1_vRjBb0oAzz1,And,-1
rstJStVPHgZsP0lgCT8TbzKjp1am7nIp,And,31
rteTTbRPkNqXxHNBy04bJumaFwaZp8eM,And,43
ruAopByCdWLpZKYfC0uW2JJN7DoLzD8u,iOS,36
ruBCcRAN4vs-StGncKeo2RcTAxGJd6vN,And,16
ruW8dWy_xFrOr0DZzefYk79E50vtKe5v,iOS,24
rvXC8zdA2AqIAAP5W1ZQFIZWKfQEOtxd,iOS,20
rvx837uCW3LhAQYHJ7QSisuMyMRPxqlF,iOS,32
rvxXzPeN4VDupvA29nN4u_DTXS-LJUdO,And,19
rwP7cAiiidaCDUqfcXUpXGJ2FCT6DImC,iOS,35
rwqrGdz6HlnRXNVWKlOwhY2yw-Vl7d9r,iOS,31
rwvLgh17_1lOOyrftjOYCpHGprWdjSvy,And,20
rxHYaYter5oXJ7T_vrcO8wv5H0dQrSrj,And,42
rxKryYy2rApqyncv0DF5Fl3W9x9bC7gW,iOS,21
rxNL_TszvsG3JB26a9eck3EUn9ZBiGLy,And,28
ryM_ChEi-ElWmNMaY8kKOZ5RLFew-Sot,iOS,21
rybgWCfyAUhMu2kWNtPzM78sakcfOY9j,iOS,16
ryvIHABW8ye1VBMJUCeyfFIEwzJK2ywz,iOS,26
rzWTleW5SR34M2BZ7AGW-j6RU4NcgsJb,And,40
rzdE7lIPUf_qKD5caq5MXTUqXzlUHQOL,And,34
s-7ZxVQBD5CGW53fzui32woYlBMrMm79,iOS,38
s0FOm17kCKhGBWQSbxJ3GL-cB8-pEGOv,iOS,21
s0QUdsgIVTjkKNrWXWVxelp06x7d7qbc,iOS,-1
s0w-oJD1M-Bi7BwiJLIXAd389iIBxQ24,And,24
s1YrQxeR9nRrNjrkiwDY7kpm_2UT4imK,iOS,26
s3biauefTDAXczNY99FXoOSDvxZpdYR0,And,33
s3x8pOqLXFDiv1K-bOsG94TkmMGc4mYl,And,40
s4zJ5Qhg7C6YMeorVgyw1JjtOzka6Z3m,iOS,20
s5HBt-WqoXRCvSTNk_WxF1RJ_RmVLsPw,iOS,41
s5ilxavepkKdsMeXt2yMoFuHN408kxIf,And,40
s5m_bMxdCxIJHbOBnAlv82LAbNF4-AtD,And,15
s6DNYdZ9VYnxo8U-CCdE6z-eBSrbQhpm,iOS,39
s6kYSpXwB3ySTbPW-zribJFLMegkVcXz,iOS,22
s6tDTm_K0w83IE095EZjS4QSd_C__eEw,And,40
s7fDPC-W1CkSMdnTRlGAbNzsuH4T8cWL,And,34
s7xdZGY8QhfVG7TY2XeyIFJPHAxebDwt,And,21
s7zAVdAgxQYFapGhnsBp2iTgyOnQyHyA,iOS,26
s87rOkbtaCAIGHVpypleLJV_5c0kK3XZ,iOS,27
sAEjwdCSudjo5T6epGZGSJ0t1i-UjH7c,iOS,21
sAOciFz_LK34XcTiC4cZ_xuzidr7vboZ,iOS,23
sAobbsJIgz3wKP0y8ONNNvEO7AqXhY-U,iOS,-1
sB8gH-KQP16m25O8PJ6iC2OyKVJZCFJy,And,23
sBB26kFCfpoCeh7HyU1xlYM05PE-TpjX,iOS,33
sBmzZalGTKQMHrOTl1pa0TTGDLG3gXEj,And,15
sBx_16R-KjhpLVdBvYheMJpAg2frIEfg,And,37
sC8xAdoFpVMbzfo7I2p9Zb2hWQwkTnny,iOS,24
sCU2omgKTB9pd6rN50_LxvSWmKhfBsE8,iOS,15
sCWg9A0DM7g40WSEDL3TdrW0a3sLjdv3,iOS,22
sDoVr2U_2CfdiyzXj8kqZekGXfG2TsJ4,And,17
sEX9Uj_FQ3h5dR-w6wVmJW7yLkfWpDSY,And,36
sF0aS881R_2CupQNxCqAEOncH9W1ckrK,iOS,-1
sFqlHHV8chenAQllC2rpJCGpP0S7ZbrQ,iOS,34
sGg7B2GTILQ2CFEnupp4s1iA2XlQgZqR,And,32
sH9V5uZC-B8bb_WmwCgD6N7UUIHl2oGr,iOS,19
sHXp6pV6zIDRYXpxGOiI9p0_42UXVO8J,iOS,34
sI1kgBQaFf8gA9OlMsW_pX5PN7u2Fj-p,And,35
sI6YGzMkcrSZGtg08itATtjfjNwdICc2,And,23
sJ1A16XPntz81Ny1WDhuegdLjfsL22Jk,And,32
